회원ID,나이,성별,거주지,테니스_경험_연수,주_이용_시간대,선호_코치_스타일,선호_레슨_방식,경기_빈도,최근_경기_성적,선호_훈련_목표,선호_테니스_센터_유형,모바일_앱_사용_빈도,소비_성향
M764,49,M,서울 마포구,3-5년,평일 저녁,친절한 지도,그룹,월 2-3회,1승 1패,취미 유지,야외 코트,주 1-2회,10-30만 원
M765,35,F,서울 영등포구,3-5년,평일 오후,친절한 지도,온라인,주 1회,1승 3패,대회 준비,시설 완비,매일,30만 원 이상
M766,31,M,광주 광산구,1-3년,주말 오전,엄격한 피드백,1:1,월 2-3회,1승 2패,취미 유지,실내 코트,매일,30만 원 이상
M767,37,F,인천 남동구,0-1년,주말 저녁,엄격한 피드백,1:1,월 1회 미만,2승 1패,실력 향상,실내 코트,미사용,10만 원 미만
M768,18,M,대전 서구,3-5년,평일 저녁,친절한 지도,온라인,주 2회,,체력 증진,실내 코트,미사용,30만 원 이상
M769,21,F,서울 강남구,0-1년,평일 저녁,엄격한 피드백,1:1,월 2-3회,0승 1패,대회 준비,야외 코트,주 1회 미만,10-30만 원
M770,37,M,서울 마포구,1-3년,주말 저녁,동기부여 중심,1:1,주 1회,,대회 준비,실내 코트,미사용,30만 원 이상
M771,20,F,부산 수영구,1-3년,평일 저녁,친절한 지도,1:1,주 1회,2승 2패,체력 증진,시설 완비,매일,10만 원 미만
M772,19,F,서울 마포구,3-5년,평일 저녁,친절한 지도,1:1,주 2회,,취미 유지,시설 완비,주 1-2회,10만 원 미만
M773,18,M,대구 수성구,1-3년,평일 저녁,엄격한 피드백,그룹,월 1회 미만,0승 3패,체력 증진,미입력,매일,30만 원 이상
M774,48,F,부산 남구,3-5년,평일 오후,엄격한 피드백,1:1,주 1회,0승 2패,취미 유지,미입력,주 1회 미만,10-30만 원
M775,31,F,서울 서초구,0-1년,주말 저녁,동기부여 중심,온라인,주 1회,,대회 준비,실내 코트,주 1회 미만,10-30만 원
M776,35,F,대구 수성구,5년 이상,평일 저녁,엄격한 피드백,온라인,월 1회 미만,0승 3패,체력 증진,접근성,매일,30만 원 이상
M777,30,M,부산 해운대구,1-3년,평일 오후,동기부여 중심,그룹,월 1회 미만,0승 1패,체력 증진,야외 코트,주 1회 미만,10-30만 원
M778,25,F,인천 연수구,0-1년,주말 오전,미입력,온라인,월 2-3회,,체력 증진,미입력,주 1-2회,10만 원 미만
M779,27,F,서울 송파구,0-1년,평일 오전,친절한 지도,그룹,월 1회 미만,,취미 유지,실내 코트,미사용,10-30만 원
M780,38,F,서울 송파구,1-3년,평일 저녁,친절한 지도,그룹,주 1회,0승 1패,체력 증진,야외 코트,매일,30만 원 이상
M781,18,F,인천 남동구,0-1년,주말 오전,친절한 지도,그룹,주 1회,,체력 증진,야외 코트,주 1-2회,10-30만 원
M782,46,M,서울 강남구,3-5년,평일 오후,동기부여 중심,1:1,주 1회,2승 3패,실력 향상,야외 코트,주 1-2회,10만 원 미만
M783,29,F,대구 수성구,3-5년,평일 저녁,엄격한 피드백,온라인,주 1회,2승 1패,대회 준비,실내 코트,매일,30만 원 이상
M784,18,M,부산 해운대구,3-5년,평일 오후,엄격한 피드백,1:1,주 1회,,실력 향상,야외 코트,미사용,30만 원 이상
M785,26,M,대전 유성구,1-3년,주말 오전,동기부여 중심,1:1,주 1회,,실력 향상,야외 코트,주 1회 미만,10만 원 미만
M786,22,M,광주 북구,1-3년,평일 오전,미입력,온라인,월 2-3회,,체력 증진,실내 코트,매일,30만 원 이상
M787,35,F,서울 서초구,5년 이상,평일 오전,동기부여 중심,1:1,월 1회 미만,1승 0패,실력 향상,접근성,미사용,10-30만 원
M788,18,기타,광주 광산구,5년 이상,주말 오전,동기부여 중심,1:1,월 1회 미만,0승 2패,취미 유지,야외 코트,주 1-2회,30만 원 이상
M789,36,F,인천 남동구,5년 이상,평일 오전,친절한 지도,그룹,월 1회 미만,,취미 유지,야외 코트,주 1회 미만,10만 원 미만
M790,28,F,강원 원주시,3-5년,평일 오전,엄격한 피드백,온라인,주 2회,3승 0패,체력 증진,접근성,주 1-2회,10만 원 미만
M791,39,F,부산 수영구,5년 이상,주말 오전,친절한 지도,그룹,월 2-3회,2승 1패,대회 준비,미입력,매일,30만 원 이상
M792,34,F,경기 성남시,0-1년,평일 저녁,동기부여 중심,1:1,월 2-3회,2승 0패,실력 향상,시설 완비,미사용,10만 원 미만
M793,60,M,서울 서초구,3-5년,주말 저녁,동기부여 중심,온라인,월 1회 미만,1승 0패,체력 증진,시설 완비,주 1-2회,10-30만 원
M794,34,F,서울 마포구,0-1년,평일 오전,친절한 지도,1:1,월 2-3회,1승 0패,체력 증진,시설 완비,주 1회 미만,10만 원 미만
M795,18,M,서울 영등포구,3-5년,평일 저녁,동기부여 중심,그룹,주 1회,,실력 향상,야외 코트,주 1-2회,10만 원 미만
M796,22,F,서울 마포구,3-5년,주말 저녁,친절한 지도,1:1,주 2회,,체력 증진,시설 완비,매일,10만 원 미만
M797,36,M,부산 남구,1-3년,평일 오후,동기부여 중심,1:1,월 1회 미만,0승 2패,실력 향상,시설 완비,주 1회 미만,10-30만 원
M798,23,F,대구 수성구,0-1년,평일 오전,엄격한 피드백,온라인,주 2회,0승 3패,실력 향상,실내 코트,매일,10-30만 원
M799,27,M,서울 송파구,5년 이상,주말 오전,친절한 지도,1:1,주 2회,0승 3패,체력 증진,실내 코트,주 1회 미만,10만 원 미만
M800,33,M,부산 남구,1-3년,평일 저녁,엄격한 피드백,1:1,주 2회,3승 3패,체력 증진,야외 코트,주 1-2회,30만 원 이상
M801,37,M,부산 해운대구,5년 이상,주말 저녁,동기부여 중심,1:1,월 2-3회,3승 1패,실력 향상,실내 코트,미사용,10-30만 원
M802,38,M,서울 영등포구,1-3년,평일 오후,엄격한 피드백,그룹,주 1회,1승 2패,취미 유지,접근성,미사용,10-30만 원
M803,31,M,대구 수성구,0-1년,주말 오전,엄격한 피드백,1:1,월 2-3회,,취미 유지,야외 코트,매일,10-30만 원
M804,41,M,경기 용인시,0-1년,평일 오전,친절한 지도,1:1,월 1회 미만,0승 0패,체력 증진,실내 코트,미사용,10만 원 미만
M805,21,M,제주 서귀포시,3-5년,주말 오전,미입력,그룹,주 1회,0승 0패,대회 준비,시설 완비,미사용,10만 원 미만
M806,35,M,서울 강남구,1-3년,주말 저녁,동기부여 중심,1:1,주 1회,2승 0패,체력 증진,실내 코트,미사용,10-30만 원
M807,37,F,부산 해운대구,0-1년,평일 오후,동기부여 중심,그룹,월 1회 미만,,실력 향상,실내 코트,미사용,10만 원 미만
M808,23,M,인천 남동구,5년 이상,평일 오전,동기부여 중심,그룹,주 1회,,취미 유지,실내 코트,주 1회 미만,10-30만 원
M809,33,F,광주 광산구,0-1년,평일 저녁,친절한 지도,1:1,주 2회,0승 2패,실력 향상,실내 코트,주 1회 미만,10만 원 미만
M810,26,M,서울 강남구,5년 이상,평일 오후,친절한 지도,그룹,월 1회 미만,,취미 유지,시설 완비,주 1회 미만,10만 원 미만
M811,32,M,대전 서구,1-3년,평일 오전,친절한 지도,온라인,주 2회,3승 1패,대회 준비,시설 완비,주 1-2회,30만 원 이상
M812,29,M,부산 남구,0-1년,평일 오후,동기부여 중심,온라인,월 1회 미만,2승 0패,취미 유지,시설 완비,매일,10만 원 미만
M813,25,F,서울 서초구,0-1년,평일 오전,친절한 지도,온라인,주 1회,1승 0패,대회 준비,미입력,매일,10만 원 미만
M814,26,F,대구 달서구,3-5년,평일 오후,친절한 지도,그룹,주 2회,2승 1패,실력 향상,접근성,미사용,10-30만 원
M815,32,M,대전 서구,3-5년,주말 저녁,동기부여 중심,그룹,월 2-3회,,실력 향상,야외 코트,매일,10만 원 미만
M816,29,F,서울 마포구,0-1년,주말 오전,친절한 지도,1:1,월 2-3회,,대회 준비,실내 코트,주 1회 미만,10-30만 원
M817,21,M,서울 강남구,3-5년,주말 저녁,친절한 지도,1:1,주 1회,1승 2패,체력 증진,실내 코트,주 1회 미만,10-30만 원
M818,28,F,인천 남동구,5년 이상,평일 저녁,미입력,그룹,월 2-3회,,실력 향상,실내 코트,매일,30만 원 이상
M819,38,M,서울 강남구,3-5년,평일 오전,엄격한 피드백,1:1,주 1회,,취미 유지,시설 완비,매일,30만 원 이상
M820,29,M,서울 송파구,1-3년,평일 오후,엄격한 피드백,온라인,월 1회 미만,0승 2패,대회 준비,접근성,매일,30만 원 이상
M821,26,F,서울 마포구,3-5년,주말 저녁,친절한 지도,그룹,주 2회,3승 2패,실력 향상,야외 코트,주 1회 미만,10-30만 원
M822,34,F,인천 남동구,1-3년,주말 오전,동기부여 중심,1:1,주 2회,,취미 유지,실내 코트,미사용,30만 원 이상
M823,22,F,대전 유성구,3-5년,주말 오전,동기부여 중심,그룹,주 1회,,체력 증진,시설 완비,주 1-2회,30만 원 이상
M824,48,F,광주 북구,5년 이상,주말 저녁,동기부여 중심,온라인,월 2-3회,3승 3패,대회 준비,실내 코트,주 1회 미만,10-30만 원
M825,50,F,서울 송파구,1-3년,주말 저녁,동기부여 중심,1:1,주 1회,0승 2패,대회 준비,실내 코트,주 1-2회,10만 원 미만
M826,25,F,광주 광산구,0-1년,평일 오전,친절한 지도,1:1,월 1회 미만,,취미 유지,실내 코트,매일,10-30만 원
M827,24,F,부산 해운대구,3-5년,평일 저녁,친절한 지도,1:1,월 2-3회,3승 1패,취미 유지,시설 완비,미사용,10만 원 미만
M828,27,F,서울 송파구,5년 이상,주말 저녁,친절한 지도,1:1,주 1회,,취미 유지,야외 코트,주 1회 미만,10-30만 원
M829,30,기타,서울 마포구,0-1년,평일 저녁,친절한 지도,그룹,월 1회 미만,2승 2패,실력 향상,접근성,주 1회 미만,10-30만 원
M830,24,M,대구 달서구,3-5년,평일 저녁,미입력,그룹,월 1회 미만,3승 3패,취미 유지,야외 코트,매일,10-30만 원
M831,41,M,서울 영등포구,5년 이상,평일 오후,동기부여 중심,온라인,월 1회 미만,1승 2패,실력 향상,미입력,주 1회 미만,10만 원 미만
M832,43,F,경기 용인시,1-3년,주말 오전,엄격한 피드백,온라인,주 1회,,취미 유지,실내 코트,매일,10만 원 미만
M833,29,M,광주 광산구,3-5년,주말 오전,엄격한 피드백,1:1,월 1회 미만,0승 0패,체력 증진,시설 완비,미사용,10-30만 원
M834,37,F,인천 남동구,1-3년,주말 오전,엄격한 피드백,그룹,월 1회 미만,,대회 준비,실내 코트,매일,30만 원 이상
M835,46,M,대구 달서구,0-1년,주말 저녁,친절한 지도,그룹,월 1회 미만,1승 0패,실력 향상,실내 코트,미사용,30만 원 이상
M836,37,F,대구 달서구,0-1년,주말 저녁,동기부여 중심,온라인,주 2회,2승 1패,대회 준비,시설 완비,미사용,10만 원 미만
M837,30,F,서울 영등포구,5년 이상,주말 오전,친절한 지도,그룹,주 1회,,취미 유지,실내 코트,주 1회 미만,10만 원 미만
M838,41,F,대구 수성구,0-1년,주말 저녁,엄격한 피드백,온라인,월 1회 미만,,취미 유지,실내 코트,주 1회 미만,30만 원 이상
M839,18,F,경기 용인시,1-3년,주말 저녁,동기부여 중심,그룹,월 2-3회,0승 2패,취미 유지,시설 완비,미사용,30만 원 이상
M840,37,M,서울 영등포구,3-5년,평일 저녁,동기부여 중심,그룹,주 2회,0승 2패,대회 준비,시설 완비,매일,30만 원 이상
M841,18,F,대전 유성구,3-5년,평일 오전,친절한 지도,온라인,주 1회,,실력 향상,실내 코트,주 1회 미만,10-30만 원
M842,29,F,부산 해운대구,5년 이상,평일 저녁,동기부여 중심,온라인,주 2회,2승 2패,취미 유지,실내 코트,주 1-2회,10-30만 원
M843,20,M,서울 서초구,3-5년,주말 오전,친절한 지도,온라인,주 2회,,대회 준비,실내 코트,매일,10만 원 미만
M844,32,F,대구 수성구,0-1년,평일 오전,미입력,온라인,월 1회 미만,3승 3패,체력 증진,야외 코트,주 1-2회,10-30만 원
M845,37,M,경기 성남시,0-1년,주말 오전,엄격한 피드백,온라인,월 2-3회,,체력 증진,실내 코트,매일,10만 원 미만
M846,18,F,경기 용인시,0-1년,주말 저녁,동기부여 중심,그룹,주 2회,1승 0패,대회 준비,시설 완비,매일,10만 원 미만
M847,31,F,경기 성남시,5년 이상,평일 오전,엄격한 피드백,그룹,월 1회 미만,3승 0패,대회 준비,접근성,미사용,30만 원 이상
M848,33,M,광주 광산구,3-5년,평일 저녁,동기부여 중심,온라인,주 1회,3승 1패,실력 향상,시설 완비,미사용,10-30만 원
M849,22,F,서울 강남구,0-1년,평일 오후,엄격한 피드백,그룹,월 1회 미만,0승 2패,취미 유지,실내 코트,주 1회 미만,30만 원 이상
M850,38,F,부산 수영구,5년 이상,평일 오후,친절한 지도,그룹,월 2-3회,1승 3패,체력 증진,접근성,주 1-2회,10-30만 원
M851,36,F,대전 유성구,5년 이상,평일 저녁,엄격한 피드백,그룹,주 1회,2승 3패,실력 향상,접근성,미사용,30만 원 이상
M852,24,M,대전 유성구,1-3년,주말 오전,엄격한 피드백,1:1,주 2회,,대회 준비,미입력,매일,10-30만 원
M853,27,M,부산 남구,0-1년,주말 오전,동기부여 중심,그룹,주 2회,,취미 유지,실내 코트,미사용,30만 원 이상
M854,40,M,서울 송파구,3-5년,평일 오전,친절한 지도,1:1,월 2-3회,,대회 준비,접근성,매일,30만 원 이상
M855,27,M,광주 북구,1-3년,주말 오전,엄격한 피드백,온라인,주 2회,0승 2패,체력 증진,야외 코트,매일,10만 원 미만
M856,21,M,서울 강남구,5년 이상,주말 저녁,엄격한 피드백,그룹,주 1회,3승 2패,실력 향상,접근성,매일,10만 원 미만
M857,19,M,대구 수성구,5년 이상,주말 저녁,동기부여 중심,온라인,월 1회 미만,2승 2패,체력 증진,실내 코트,미사용,10-30만 원
M858,47,F,광주 광산구,0-1년,평일 오후,동기부여 중심,1:1,월 2-3회,0승 1패,체력 증진,야외 코트,주 1회 미만,10만 원 미만
M859,25,F,서울 서초구,5년 이상,주말 저녁,친절한 지도,1:1,주 2회,3승 0패,실력 향상,시설 완비,주 1-2회,30만 원 이상
M860,24,M,제주 서귀포시,3-5년,주말 저녁,동기부여 중심,1:1,주 2회,,체력 증진,야외 코트,주 1-2회,10-30만 원
M861,41,M,서울 송파구,1-3년,평일 저녁,친절한 지도,온라인,주 1회,2승 1패,취미 유지,미입력,미사용,10-30만 원
M862,30,M,부산 남구,3-5년,주말 오전,친절한 지도,온라인,주 2회,0승 1패,취미 유지,시설 완비,매일,10만 원 미만
M863,34,F,인천 남동구,1-3년,평일 저녁,친절한 지도,그룹,주 2회,2승 1패,실력 향상,접근성,주 1회 미만,10만 원 미만
M864,18,M,부산 남구,1-3년,주말 저녁,미입력,1:1,주 2회,,체력 증진,실내 코트,미사용,10만 원 미만
M865,42,F,경기 용인시,3-5년,평일 저녁,친절한 지도,온라인,주 2회,1승 0패,실력 향상,시설 완비,주 1회 미만,30만 원 이상
M866,43,M,경기 용인시,0-1년,주말 오전,엄격한 피드백,온라인,월 2-3회,,실력 향상,야외 코트,매일,10만 원 미만
M867,18,M,대전 서구,3-5년,주말 오전,동기부여 중심,그룹,월 2-3회,3승 2패,체력 증진,야외 코트,주 1-2회,10-30만 원
M868,24,M,서울 송파구,3-5년,주말 오전,친절한 지도,그룹,월 1회 미만,2승 0패,대회 준비,실내 코트,주 1-2회,10-30만 원
M869,29,F,경기 성남시,3-5년,주말 오전,엄격한 피드백,온라인,월 2-3회,,대회 준비,시설 완비,미사용,30만 원 이상
M870,38,F,대구 수성구,3-5년,주말 저녁,동기부여 중심,온라인,월 1회 미만,0승 0패,취미 유지,실내 코트,미사용,10-30만 원
M871,27,M,경기 성남시,1-3년,주말 오전,엄격한 피드백,그룹,월 1회 미만,2승 2패,취미 유지,실내 코트,미사용,30만 원 이상
M872,18,M,인천 남동구,1-3년,주말 오전,친절한 지도,온라인,주 1회,,실력 향상,야외 코트,미사용,30만 원 이상
M873,39,F,부산 해운대구,3-5년,평일 오후,친절한 지도,온라인,주 1회,1승 0패,대회 준비,접근성,주 1회 미만,10만 원 미만
M874,41,M,부산 해운대구,0-1년,주말 오전,엄격한 피드백,그룹,월 1회 미만,,체력 증진,실내 코트,미사용,10만 원 미만
M875,34,F,대구 수성구,3-5년,평일 오후,친절한 지도,온라인,월 2-3회,,체력 증진,실내 코트,주 1회 미만,30만 원 이상
M876,23,M,부산 남구,5년 이상,평일 저녁,엄격한 피드백,그룹,월 1회 미만,1승 3패,체력 증진,실내 코트,주 1회 미만,10-30만 원
M877,36,F,강원 원주시,5년 이상,평일 저녁,엄격한 피드백,온라인,월 1회 미만,2승 0패,실력 향상,실내 코트,주 1회 미만,30만 원 이상
M878,18,M,인천 연수구,1-3년,주말 오전,미입력,온라인,주 1회,2승 3패,대회 준비,실내 코트,주 1-2회,30만 원 이상
M879,27,F,인천 남동구,1-3년,주말 저녁,미입력,그룹,월 2-3회,2승 0패,실력 향상,시설 완비,미사용,10만 원 미만
M880,26,M,대전 유성구,1-3년,평일 오후,동기부여 중심,온라인,주 2회,,대회 준비,실내 코트,매일,10-30만 원
M881,32,F,대전 서구,3-5년,평일 오후,친절한 지도,그룹,주 2회,,실력 향상,야외 코트,미사용,30만 원 이상
M882,34,F,부산 해운대구,3-5년,평일 오전,동기부여 중심,온라인,월 1회 미만,3승 3패,대회 준비,실내 코트,주 1회 미만,30만 원 이상
M883,31,M,서울 강남구,0-1년,평일 오전,엄격한 피드백,1:1,주 2회,,대회 준비,실내 코트,주 1회 미만,10-30만 원
M884,49,기타,강원 원주시,1-3년,평일 오후,친절한 지도,온라인,월 2-3회,,실력 향상,시설 완비,주 1회 미만,10-30만 원
M885,51,F,대구 달서구,5년 이상,평일 오후,엄격한 피드백,1:1,주 1회,0승 0패,취미 유지,시설 완비,미사용,10만 원 미만
M886,28,M,서울 강남구,0-1년,주말 저녁,친절한 지도,온라인,월 2-3회,,실력 향상,실내 코트,미사용,10만 원 미만
M887,28,F,서울 마포구,0-1년,평일 저녁,엄격한 피드백,그룹,월 1회 미만,2승 1패,실력 향상,실내 코트,주 1-2회,10-30만 원
M888,30,M,부산 수영구,5년 이상,평일 오전,엄격한 피드백,온라인,주 1회,,대회 준비,접근성,미사용,10만 원 미만
M889,18,F,서울 서초구,5년 이상,평일 오후,친절한 지도,1:1,주 2회,0승 1패,실력 향상,야외 코트,미사용,30만 원 이상
M890,41,M,서울 서초구,5년 이상,주말 저녁,동기부여 중심,그룹,주 1회,1승 0패,실력 향상,시설 완비,주 1회 미만,10만 원 미만
M891,21,M,서울 마포구,3-5년,평일 저녁,친절한 지도,온라인,주 2회,2승 0패,대회 준비,시설 완비,주 1-2회,30만 원 이상
M892,18,F,대구 수성구,0-1년,평일 저녁,친절한 지도,온라인,월 1회 미만,0승 3패,대회 준비,실내 코트,주 1-2회,30만 원 이상
M893,18,M,강원 원주시,3-5년,평일 오후,동기부여 중심,그룹,주 1회,3승 2패,체력 증진,야외 코트,매일,30만 원 이상
M894,42,M,서울 송파구,3-5년,평일 저녁,친절한 지도,그룹,주 2회,,대회 준비,실내 코트,주 1회 미만,10만 원 미만
M895,39,F,강원 원주시,5년 이상,평일 오전,미입력,온라인,월 2-3회,1승 0패,체력 증진,접근성,주 1-2회,10-30만 원
M896,41,F,서울 영등포구,5년 이상,평일 오후,엄격한 피드백,온라인,월 1회 미만,3승 3패,취미 유지,실내 코트,주 1-2회,10만 원 미만
M897,27,M,대구 수성구,0-1년,평일 오전,친절한 지도,1:1,월 2-3회,2승 0패,취미 유지,접근성,미사용,30만 원 이상
M898,22,M,경기 용인시,3-5년,평일 저녁,미입력,그룹,월 2-3회,1승 0패,체력 증진,실내 코트,매일,10만 원 미만
M899,42,F,서울 강남구,1-3년,평일 오전,미입력,온라인,주 1회,,취미 유지,실내 코트,주 1-2회,30만 원 이상
M900,44,F,서울 송파구,1-3년,평일 저녁,동기부여 중심,온라인,월 2-3회,,체력 증진,야외 코트,매일,30만 원 이상
M901,25,M,인천 연수구,3-5년,평일 오후,동기부여 중심,1:1,월 1회 미만,3승 0패,실력 향상,시설 완비,매일,10만 원 미만
M902,27,F,서울 송파구,5년 이상,평일 오전,친절한 지도,온라인,월 2-3회,,체력 증진,야외 코트,주 1-2회,10만 원 미만
M903,27,M,경기 용인시,1-3년,평일 오후,엄격한 피드백,온라인,월 2-3회,3승 3패,체력 증진,시설 완비,주 1-2회,10만 원 미만
M904,42,M,인천 남동구,0-1년,주말 저녁,엄격한 피드백,온라인,주 2회,,실력 향상,미입력,주 1회 미만,10만 원 미만
M905,44,M,광주 북구,3-5년,주말 오전,미입력,1:1,월 2-3회,,체력 증진,실내 코트,주 1-2회,30만 원 이상
M906,18,M,대구 달서구,0-1년,평일 오후,엄격한 피드백,그룹,월 1회 미만,2승 3패,취미 유지,실내 코트,미사용,10만 원 미만
M907,36,F,경기 용인시,1-3년,평일 오전,친절한 지도,그룹,월 2-3회,,체력 증진,접근성,미사용,10만 원 미만
M908,32,F,서울 강남구,5년 이상,평일 오전,엄격한 피드백,온라인,주 1회,,실력 향상,실내 코트,주 1-2회,30만 원 이상
M909,18,F,인천 연수구,5년 이상,평일 저녁,미입력,1:1,월 2-3회,,실력 향상,실내 코트,미사용,10만 원 미만
M910,18,F,경기 성남시,3-5년,주말 오전,친절한 지도,온라인,월 2-3회,3승 2패,체력 증진,미입력,주 1-2회,30만 원 이상
M911,40,F,부산 해운대구,1-3년,평일 저녁,엄격한 피드백,온라인,월 2-3회,,취미 유지,실내 코트,미사용,10-30만 원
M912,37,M,대구 수성구,5년 이상,평일 저녁,친절한 지도,그룹,주 1회,3승 3패,체력 증진,야외 코트,주 1-2회,30만 원 이상
M913,18,F,서울 송파구,3-5년,평일 오후,친절한 지도,1:1,주 2회,1승 2패,취미 유지,시설 완비,미사용,10만 원 미만
M914,34,F,부산 남구,3-5년,평일 오후,친절한 지도,그룹,주 2회,1승 2패,실력 향상,미입력,매일,10-30만 원
M915,33,M,서울 송파구,0-1년,주말 저녁,동기부여 중심,온라인,주 1회,0승 1패,실력 향상,접근성,주 1회 미만,10만 원 미만
M916,24,F,서울 영등포구,5년 이상,평일 오후,친절한 지도,온라인,월 1회 미만,,실력 향상,실내 코트,주 1-2회,30만 원 이상
M917,23,M,광주 북구,0-1년,평일 저녁,친절한 지도,온라인,주 1회,3승 0패,실력 향상,야외 코트,주 1회 미만,30만 원 이상
M918,29,F,부산 수영구,0-1년,평일 오후,엄격한 피드백,그룹,월 2-3회,,취미 유지,실내 코트,주 1회 미만,30만 원 이상
M919,43,F,서울 영등포구,0-1년,평일 오전,엄격한 피드백,온라인,월 1회 미만,,취미 유지,시설 완비,매일,10만 원 미만
M920,34,M,대전 유성구,0-1년,주말 오전,엄격한 피드백,온라인,주 1회,,취미 유지,미입력,미사용,30만 원 이상
M921,33,F,광주 광산구,5년 이상,주말 오전,동기부여 중심,온라인,주 1회,0승 2패,대회 준비,미입력,매일,30만 원 이상
M922,28,M,인천 남동구,5년 이상,주말 오전,동기부여 중심,그룹,주 1회,,취미 유지,야외 코트,매일,10-30만 원
M923,24,F,부산 수영구,3-5년,주말 오전,엄격한 피드백,온라인,월 2-3회,2승 1패,대회 준비,야외 코트,미사용,30만 원 이상
M924,25,F,부산 해운대구,0-1년,주말 저녁,미입력,그룹,월 2-3회,0승 0패,대회 준비,야외 코트,매일,30만 원 이상
M925,41,M,경기 용인시,1-3년,주말 저녁,친절한 지도,1:1,월 2-3회,1승 1패,실력 향상,시설 완비,매일,10만 원 미만
M926,18,F,서울 송파구,1-3년,평일 오후,친절한 지도,온라인,주 1회,3승 2패,대회 준비,야외 코트,매일,10만 원 미만
M927,56,F,서울 강남구,3-5년,주말 오전,엄격한 피드백,온라인,주 2회,0승 3패,실력 향상,실내 코트,미사용,10-30만 원
M928,34,F,서울 서초구,3-5년,주말 저녁,미입력,온라인,월 1회 미만,3승 3패,체력 증진,시설 완비,주 1회 미만,30만 원 이상
M929,40,F,인천 연수구,0-1년,평일 오전,동기부여 중심,그룹,월 2-3회,,체력 증진,접근성,미사용,10-30만 원
M930,37,F,서울 송파구,5년 이상,평일 오후,엄격한 피드백,그룹,월 1회 미만,2승 1패,실력 향상,실내 코트,매일,10-30만 원
M931,32,F,광주 북구,5년 이상,평일 저녁,엄격한 피드백,1:1,주 2회,0승 3패,취미 유지,실내 코트,매일,10만 원 미만
M932,18,M,제주 서귀포시,0-1년,주말 저녁,친절한 지도,그룹,월 1회 미만,1승 3패,대회 준비,접근성,매일,30만 원 이상
M933,35,M,경기 성남시,3-5년,평일 저녁,친절한 지도,온라인,주 1회,0승 3패,취미 유지,야외 코트,주 1-2회,30만 원 이상
M934,38,M,인천 연수구,5년 이상,주말 저녁,엄격한 피드백,그룹,월 1회 미만,2승 3패,취미 유지,접근성,주 1-2회,10만 원 미만
M935,18,M,서울 송파구,0-1년,평일 저녁,엄격한 피드백,1:1,주 1회,0승 2패,대회 준비,접근성,주 1-2회,30만 원 이상
M936,31,F,서울 마포구,3-5년,평일 저녁,친절한 지도,그룹,월 1회 미만,0승 2패,체력 증진,실내 코트,주 1회 미만,10만 원 미만
M937,18,F,인천 남동구,3-5년,주말 저녁,친절한 지도,온라인,월 2-3회,,대회 준비,실내 코트,미사용,10-30만 원
M938,48,기타,부산 해운대구,5년 이상,주말 오전,친절한 지도,1:1,월 2-3회,,대회 준비,실내 코트,미사용,10-30만 원
M939,40,F,인천 연수구,5년 이상,주말 저녁,동기부여 중심,그룹,주 2회,2승 2패,실력 향상,야외 코트,미사용,30만 원 이상
M940,30,M,인천 연수구,3-5년,평일 오전,친절한 지도,온라인,월 2-3회,0승 3패,체력 증진,접근성,미사용,10-30만 원
M941,23,M,서울 강남구,1-3년,주말 저녁,친절한 지도,그룹,주 1회,3승 0패,실력 향상,접근성,주 1회 미만,10-30만 원
M942,42,M,경기 용인시,3-5년,평일 오후,미입력,1:1,주 2회,,체력 증진,미입력,주 1-2회,10만 원 미만
M943,35,F,경기 용인시,1-3년,주말 저녁,동기부여 중심,그룹,월 2-3회,0승 3패,실력 향상,야외 코트,미사용,10만 원 미만
M944,18,M,서울 서초구,3-5년,평일 저녁,친절한 지도,1:1,월 2-3회,,대회 준비,미입력,주 1-2회,10만 원 미만
M945,18,F,부산 수영구,3-5년,주말 오전,동기부여 중심,1:1,주 1회,2승 2패,체력 증진,시설 완비,주 1회 미만,10만 원 미만
M946,32,M,부산 남구,3-5년,평일 저녁,친절한 지도,온라인,월 1회 미만,0승 1패,실력 향상,실내 코트,매일,10만 원 미만
M947,31,M,대구 달서구,0-1년,주말 오전,친절한 지도,1:1,주 1회,,실력 향상,실내 코트,매일,10만 원 미만
M948,36,F,대구 수성구,0-1년,평일 오전,엄격한 피드백,그룹,월 1회 미만,,체력 증진,실내 코트,주 1회 미만,10만 원 미만
M949,18,F,대전 서구,1-3년,주말 저녁,미입력,1:1,주 2회,1승 2패,실력 향상,실내 코트,매일,10만 원 미만
M950,28,F,대구 달서구,5년 이상,주말 오전,친절한 지도,그룹,주 2회,2승 0패,대회 준비,접근성,주 1-2회,30만 원 이상
M951,30,M,부산 해운대구,3-5년,주말 오전,엄격한 피드백,1:1,주 2회,,취미 유지,시설 완비,주 1회 미만,30만 원 이상
M952,18,F,경기 성남시,0-1년,평일 오전,동기부여 중심,그룹,월 2-3회,3승 2패,대회 준비,야외 코트,미사용,10-30만 원
M953,18,F,서울 강남구,0-1년,주말 저녁,친절한 지도,1:1,주 2회,,취미 유지,시설 완비,미사용,30만 원 이상
M954,34,F,경기 용인시,0-1년,주말 저녁,친절한 지도,그룹,월 1회 미만,2승 0패,대회 준비,접근성,미사용,10-30만 원
M955,25,M,서울 서초구,0-1년,평일 오전,동기부여 중심,1:1,주 1회,,대회 준비,야외 코트,미사용,30만 원 이상
